1150,1540,-8508,-568,2326,17103,-266,3673,-1506
-533,301,-8819,-760,-98,16642,-276,3620,-1514
-1446,64,-8040,-889,824,16177,-276,3620,-1514
-1125,290,-7064,206,962,16083,-309,3613,-1510
-422,200,-6401,539,1037,16321,-320,3589,-1520
-41,-146,-5623,73,845,16160,-320,3589,-1520
-4,-108,-5111,-137,654,16220,-300,3574,-1511
-63,-182,-4733,-91,452,16136,-320,3550,-1491
-140,-202,-4384,-185,518,16252,-320,3550,-1491
-87,-72,-4236,-13,624,16292,-301,3554,-1492
-44,-72,-4090,-252,441,16365,-320,3569,-1527
-130,-86,-3894,33,232,16230,-320,3569,-1527
-169,-128,-3762,262,64,16211,-330,3533,-1493
-168,-129,-3837,-202,239,16373,-342,3527,-1504
-128,-75,-4038,55,138,16240,-342,3527,-1504
-86,-68,-4458,159,21,16291,-329,3507,-1539
-207,-86,-4928,-58,-98,16351,-329,3507,-1539
-229,136,-6217,1015,-44,16397,-371,3479,-1560
-321,397,-8104,-890,356,16198,-365,3480,-1544
-209,-93,-8083,-608,532,16357,-365,3480,-1544
53,-331,-7473,59,442,16064,-389,3434,-1561
195,-301,-6995,86,501,16265,-371,3455,-1530
59,-270,-6786,373,404,16335,-371,3455,-1530
-37,-221,-7018,383,367,16359,-403,3397,-1547
27,-230,-7336,307,439,16273,-371,3420,-1527
104,-172,-7394,569,457,16227,-371,3420,-1527
104,-219,-7201,210,574,16186,-426,3379,-1507
7,-353,-7036,-134,615,16484,-422,3372,-1543
-27,-360,-6945,-480,507,16326,-422,3372,-1543
2,-311,-7323,-433,240,16175,-414,3346,-1517
-16,-226,-8112,-188,-76,16321,-414,3346,-1534
-31,-90,-8906,-243,62,16361,-462,3328,-1534
-40,-33,-9747,-340,375,16254,-451,3273,-1529
89,-26,-10016,-197,535,16275,-451,3273,-1529
101,-69,-9931,262,717,16211,-479,3237,-1506
118,-66,-9282,-109,1359,16222,-456,3235,-1521
162,-211,-8093,416,951,16159,-456,3235,-1521
185,-454,-6917,64,870,16332,-474,3194,-1498
40,-599,-6065,261,787,16261,-464,3174,-1512
-35,-595,-5660,314,477,16313,-464,3174,-1512
-82,-346,-5758,-4,381,16305,-498,3157,-1541
-62,-219,-6074,-67,324,16265,-471,3136,-1499
-24,-143,-6621,-176,331,16200,-471,3136,-1499
0,-5,-7056,174,113,16332,-469,3126,-1536
-25,-116,-7523,-107,257,16257,-464,3122,-1552
5,-380,-7582,90,206,16307,-464,3122,-1552
-19,-500,-7590,250,394,16256,-473,3060,-1560
-9,-516,-7375,414,481,16179,-473,3060,-1560
12,-557,-7119,98,697,16368,-469,3030,-1540
-52,-597,-6650,294,701,16190,-497,3006,-1537
-260,-491,-6065,289,601,16268,-497,3006,-1537
-342,-580,-5729,-48,944,16529,-503,3008,-1519
-9,-563,-5519,309,482,16279,-499,2993,-1531
-165,-501,-5341,-132,497,15941,-499,2993,-1531
-96,-464,-5299,-300,574,16268,-507,2963,-1534
-79,-390,-5177,-377,411,16292,-477,2959,-1548
-166,-581,-5075,-560,317,16315,-477,2959,-1548
13,-678,-6709,-1090,883,18883,-514,2921,-1533
107,-33,-7348,-1070,775,16521,-512,2936,-1547
-88,-439,-6859,117,398,16275,-512,2936,-1547
235,-1182,-6409,3164,-4962,9805,-496,2923,-1554
122,16,-7621,-970,-826,16331,-496,2923,-1554
92,-712,-9352,-599,-1100,16220,-495,2904,-1549
741,-762,-10562,-543,1,16524,-528,2888,-1542
660,-662,-11021,-152,540,16470,-528,2888,-1542
162,-1013,-11116,573,304,16241,-515,2849,-1583
52,-1353,-10704,221,1100,16089,-520,2763,-1580
3,-979,-9566,433,1262,16551,-520,2763,-1580
-84,-853,-7879,582,1243,16097,-509,2751,-1567
-113,-637,-6134,792,1336,16352,-520,2731,-1540
-123,-492,-4111,842,1543,16320,-520,2731,-1540
-99,-335,-1376,860,2395,16122,-499,2708,-1567
-420,-671,-60,-302,362,16550,-508,2706,-1536
-498,-302,-79,-322,395,16283,-508,2706,-1536
-128,-158,-146,-182,558,16180,-514,2734,-1534
276,399,-196,-566,419,16267,-514,2734,-1790
-200,1179,-250,134,-83,16366,-491,2707,-1563
-590,-27,-288,195,346,16045,-515,2701,-1584
-131,-104,-358,-16,364,16042,-515,2701,-1584
479,408,-3092,1242,-3115,16184,-465,2701,-1564
968,793,-6559,-264,149,16175,-527,2713,-1571
829,1001,-7644,2,445,16331,-527,2713,-1571
265,373,-7717,22,955,16485,-473,2700,-1536
-158,-645,-6891,-356,1393,15997,-505,2673,-1591
-403,-1032,-5733,-4,996,16182,-505,2673,-1591
-411,-1120,-4485,-48,1101,16422,-489,2647,-1575
-362,-873,-3592,-328,808,16253,-506,2614,-1597
-343,-688,-3108,-342,676,16200,-506,2614,-1597
-286,-609,-2639,-312,545,16305,-488,2592,-1565
-132,-511,-2334,-171,442,16250,-488,2579,-1591
3,-231,-2642,-486,284,16353,-485,2579,-1591
125,287,-3414,-235,-34,16233,-469,2573,-1571
196,427,-4839,-80,-64,16260,-469,2573,-1571
377,520,-6262,181,-222,16432,-455,2589,-1535
463,557,-7881,294,-461,16237,-492,2568,-1537
461,370,-9380,-288,0,16044,-492,2568,-1537
291,37,-9942,-87,222,16367,-488,2536,-1604
153,-262,-9568,-431,761,16282,-469,2525,-1564
50,-429,-8574,349,670,16222,-469,2525,-1564
-53,-621,-7334,-63,1015,16353,-475,2492,-1569
-221,-678,-5798,-287,1103,16359,-479,2439,-1576
-327,-644,-4569,9,725,16226,-479,2439,-1576
-203,-544,-3856,-424,830,16335,-463,2433,-1595
-30,-291,-3606,106,473,16361,-474,2425,-1598
60,-132,-3482,699,114,16233,-474,2425,-1598
75,58,-3865,550,263,16324,-423,2418,-1579
150,213,-4616,574,71,16358,-423,2418,-1579
261,186,-5773,1359,-254,16198,-447,2410,-1602
107,-50,-6279,381,187,16265,-453,2389,-1594
-41,-171,-6493,1194,-138,16098,-453,2389,-1594
-120,-468,-6587,795,-38,16100,-462,2364,-1608
-232,-545,-6573,92,234,16167,-432,2400,-1596
-220,-453,-6340,372,-13,16351,-432,2400,-1596
-128,-386,-5997,506,185,16172,-431,2356,-1592
27,-171,-5598,-3,951,16758,-439,2310,-1600
120,-54,-5015,-1035,1040,16459,-439,2310,-1600
139,-15,-4199,-197,611,16278,-439,2285,-1598
89,43,-3506,509,435,16318,-442,2307,-1636
114,224,-3448,659,167,15922,-442,2307,-1636
147,192,-3188,-195,491,16228,-438,2305,-1576
222,332,-2753,9,419,16098,-438,2305,-1576
172,256,-2564,775,-141,16240,-434,2273,-1576
6,215,-2384,-1373,659,16564,-447,2326,-1608
-66,177,-1899,-551,321,16352,-447,2326,-1608
31,-557,-4078,-1117,158,16942,-407,2280,-1614
684,1118,-5809,417,243,16057,-425,2244,-1618
60,-234,-5483,-729,272,16372,-425,2244,-1618
-165,-333,-5429,-141,29,16153,-424,2251,-1628
-148,-286,-5337,-177,602,16081,-399,2242,-1645
324,434,-6567,2315,1639,16866,-399,2242,-1645
188,11,-8141,623,819,15674,-396,2206,-1622
109,129,-9360,781,416,15901,-417,2202,-1651
54,-243,-9648,893,474,16250,-417,2202,-1651
102,-138,-9443,60,629,16786,-373,2186,-1668
-120,-66,-9158,123,481,15994,-373,2186,-1668
-298,-234,-8260,-1113,186,16271,-365,2133,-1618
-354,-301,-6919,-134,-117,16364,-361,2103,-1648
-342,-450,-6402,-218,-99,16550,-361,2103,-1648
-443,-549,-5971,-235,236,16299,-337,2091,-1663
-489,-567,-5698,-382,387,16401,-345,2056,-1659
-350,-455,-5580,-18,402,15930,-345,2056,-1659
-166,-293,-5662,285,267,16299,-339,2047,-1627
-230,-249,-5821,452,43,16137,-308,1989,-1634
-434,-481,-6212,150,186,16184,-308,1989,-1634
-478,-515,-6491,643,172,15928,-291,1960,-1662
-199,-655,-6912,1145,708,15616,-266,1941,-1637
110,-251,-7330,-1004,399,16112,-266,1941,-1637
-167,82,-6626,-36,98,16185,-233,1900,-1664
-615,-860,-6094,-496,370,16479,-233,1899,-1664
-482,-563,-5873,104,297,16406,-255,1899,-1664
-272,-229,-5853,-46,327,16596,-254,1893,-1646
-393,-599,-5932,611,274,15523,-254,1893,-1646
-323,-610,-6197,315,127,16052,-219,1880,-1633
-346,-213,-6059,-369,258,16546,-190,1863,-1631
-576,-604,-5909,-204,218,16086,-190,1863,-1631
-580,-747,-5902,-54,104,15775,-212,1830,-1606
-549,-507,-6159,35,380,16505,-189,1821,-1583
-503,-641,-6238,149,527,16332,-189,1821,-1583
-391,-495,-5987,-599,275,16646,-177,1777,-1596
-431,-395,-5620,-917,410,16066,-153,1773,-1611
-389,-332,-5100,-527,584,15737,-153,1773,-1611
-307,-373,-4586,-476,659,15945,-156,1726,-1602
-185,-212,-4202,-229,769,15885,-164,1704,-1545
-158,-98,-3962,-179,544,16152,-164,1704,-1545
-167,-186,-3806,-306,488,15826,-170,1711,-1614
-145,-184,-3646,-33,320,16519,-170,1711,-1614
-292,-284,-4055,295,346,16323,-134,1719,-1593
-392,-321,-4488,-54,303,16279,-120,1680,-1645
-456,-571,-4739,29,363,16266,-120,1680,-1645
-414,-527,-4902,-72,76,16052,-110,1683,-1651
-369,-475,-5096,30,165,16368,-86,1687,-1620
-326,-424,-5116,280,35,16287,-86,1687,-1620
-231,-395,-5292,114,157,16073,-71,1668,-1596
-154,-359,-5313,274,124,16392,-73,1656,-1625
-142,-224,-5469,60,307,16506,-73,1656,-1625
-133,-343,-5403,-602,675,16326,-71,1634,-1574
18,-161,-5318,-375,887,16406,-72,1609,-1558
-56,-186,-5119,-309,1057,16572,-72,1609,-1558
103,-197,-4949,-522,904,16318,-23,1575,-1581
184,-18,-4796,-98,778,15960,-23,1575,-1581
-48,-272,-4699,-6,552,16544,30,1584,-1571
-55,-220,-4671,-503,633,16539,30,1564,-1597
62,-232,-4629,-256,196,16323,30,1564,-1597
-24,-238,-4558,39,407,16358,42,1522,-1568
-115,-156,-4762,-40,444,16198,59,1526,-1596
-179,-151,-4879,-169,501,16276,59,1526,-1596
-99,-192,-4839,-349,726,16351,62,1478,-1603
-135,-162,-4961,272,434,15989,92,1495,-1575
-160,-116,-4833,-233,573,16187,92,1495,-1575
-75,-214,-5110,106,308,16494,56,1449,-1545
-94,-122,-5126,166,534,16323,71,1470,-1609
-71,-84,-5411,674,412,16120,71,1470,-1609
-165,-171,-5821,-106,692,16139,123,1419,-1592
-145,-121,-6098,282,593,16101,123,1419,-1592
-89,-261,-6538,507,512,16080,141,1401,-1600
-132,-260,-6721,173,483,16200,133,1366,-1632
-58,-343,-6756,173,752,16327,133,1366,-1632
233,-277,-6648,161,589,15951,162,1379,-1623
359,-232,-6633,268,489,16546,180,1331,-1616
76,-245,-6673,218,236,16053,180,1331,-1616
-122,-169,-6758,277,471,16356,204,1317,-1599
-201,-167,-6917,19,478,16130,241,1279,-1637
-184,-161,-6723,-399,669,15887,241,1279,-1637
-172,-287,-6221,103,493,15830,251,1261,-1585
-155,-225,-6138,-296,766,16588,263,1268,-1622
-206,-152,-6202,239,389,16487,263,1268,-1622
-233,-174,-6466,-195,626,15894,285,1217,-1640
-117,-294,-6410,99,598,16459,285,1217,-1589
-39,-460,-6440,-170,489,16380,308,1252,-1589
96,-450,-6390,224,278,16001,320,1203,-1595
-16,-389,-6291,-598,566,16113,320,1203,-1595
-139,-326,-6224,192,160,16504,332,1232,-1597
-182,-208,-6379,45,571,15620,386,1198,-1603
-79,-241,-6513,1638,-273,15596,386,1198,-1603
80,-104,-6450,-792,1284,15880,382,1174,-1579
410,343,-5237,415,1057,16935,443,1127,-1578
320,-458,-5605,-204,-114,16010,443,1127,-1578
4,-299,-5535,-217,765,15638,468,1085,-1553
18,-224,-5495,964,-133,15371,473,1088,-1618
-1,-26,-5735,-827,1261,15657,473,1088,-1618
32,30,-5105,-205,338,16720,517,1057,-1568
-48,-96,-4917,-412,1059,16657,261,1056,-1602
13,-150,-4293,-111,818,17222,497,1056,-1602
75,-265,-4274,-188,296,16582,526,1100,-1603
57,-100,-4193,-469,871,16454,526,1100,-1603
-44,-222,-4039,-559,633,16500,554,1059,-1592
-99,-156,-4088,-507,720,16073,549,1065,-1603
78,-14,-3522,-375,739,16181,549,1065,-1603
53,-136,-3149,-765,1239,17351,562,1024,-1585
25,-182,-3190,175,234,16887,576,1052,-1613
65,150,-3196,464,56,17688,576,1052,-1613
-124,224,-3319,-1367,2046,17534,595,1015,-1641
-70,-49,-2982,-206,950,16947,618,990,-1612
-9,-196,-3037,-161,562,15691,618,990,-1612
-7,62,-3009,-228,757,16454,603,992,-1601
4,-77,-2762,-238,607,16339,618,971,-1598
12,-120,-2374,-542,651,16108,618,971,-1598
165,50,-1969,-422,829,16385,655,990,-1583
82,-155,-1828,-220,237,16357,655,990,-1583
-2,55,-1778,-99,655,16244,644,985,-1657
-86,20,-1759,-32,514,16274,646,974,-1574
-8,7,-1713,34,539,16034,646,974,-1574
76,54,-1636,50,883,16469,671,1000,-1562
57,-201,-1699,-30,225,16341,670,981,-1575
-48,-4,-1997,226,418,16106,670,981,-1575
-100,59,-2309,123,530,16192,701,1015,-1631
-33,-142,-2343,53,618,16314,637,1012,-1628
128,-22,-2308,-128,885,16059,637,1012,-1628
143,-325,-2353,300,399,16651,665,1015,-1610
95,-347,-2624,1256,-416,16721,728,982,-1588
-12,-35,-2760,-1182,958,15893,728,982,-1588
-149,-643,-3034,1237,-684,15233,718,974,-1605
45,187,-2216,-822,-48,15633,718,974,-1605
125,-84,-1817,2252,-1924,14993,755,933,-1614
-166,110,-2482,-2024,1963,16305,756,939,-1597
27,229,-1724,-97,1273,17854,756,939,-1597
306,243,-1467,-9,590,16140,726,940,-1591
109,235,-1672,-179,630,16302,768,948,-1606
-57,228,-2122,-151,397,16234,768,948,-1606
-243,261,-2296,-1088,479,16217,789,944,-1619
-234,171,-2204,239,713,16406,780,999,-1607
-282,1172,-970,-68,-350,12960,780,999,-1607
-925,-401,-183,-93,315,13900,755,971,-1636
108,-2124,58,634,962,17353,753,935,-1601
863,-2394,70,-555,1030,18513,753,935,-1601
1971,-2911,-223,-1217,1444,18781,759,932,-1541
2095,-3434,-723,-2594,1081,15098,759,932,-1571
1675,-3531,-512,-1784,1355,14728,742,973,-1571
1038,-2774,-134,-2488,1351,13481,728,958,-1586
428,-1367,320,-1459,969,13754,728,958,-1586
1005,480,735,719,131,16867,750,970,-1604
1403,435,1044,491,-199,17333,734,962,-1645
851,11,1657,876,-636,16207,734,962,-1645
-492,-735,1638,483,-346,15743,747,963,-1599
-780,-330,1058,227,77,16051,738,1011,-1583
-254,515,817,75,160,16236,738,1011,-1583
45,21,429,159,217,16837,705,1016,-1621
331,-373,228,-85,282,16810,722,1008,-1583
418,-261,142,-186,126,16044,722,1008,-1583
107,-329,76,-360,328,15783,719,960,-1593
24,-52,57,207,419,16292,719,989,-1576
133,-20,-338,626,235,16380,717,989,-1576
121,-206,-762,-78,95,15849,694,1016,-1585
-33,-86,-984,11,337,16302,694,1016,-1585
-22,-18,-1136,56,229,16163,723,1020,-1631
-118,11,-1261,-139,490,16210,708,989,-1583
-162,170,-1040,-756,265,15944,708,989,-1583
-335,471,-852,-103,291,15976,719,955,-1614
-459,275,-1230,1278,187,16476,734,981,-1613
-237,-665,-2369,1808,96,17372,734,981,-1613
244,-656,-3992,3946,495,15663,708,983,-1584
-127,128,-7117,3192,752,15306,734,962,-1629
-419,391,-8243,-276,310,16792,734,962,-1629
-88,303,-7925,-2542,128,16807,746,944,-1589
402,-63,-6206,-3129,-303,15922,748,955,-1618
284,78,-4530,-3002,-75,16380,748,955,-1618
223,111,-3018,-1462,46,16458,772,945,-1611
124,-48,-2270,-870,257,15876,772,945,-1611
20,203,-1960,-544,451,15939,782,968,-1579
-77,352,-1893,-129,568,16372,770,946,-1585
-103,448,-2205,-509,735,16179,770,946,-1585
-80,441,-2769,23,563,16131,799,936,-1594
-131,196,-3199,-85,648,16414,825,926,-1569
-109,2,-3477,-171,455,16149,825,926,-1569
-18,-11,-4307,679,403,16402,831,939,-1545
130,-93,-5431,3,568,16332,823,947,-1567
159,-169,-6090,-310,243,16516,823,947,-1567
383,-183,-6267,-1079,144,16357,869,943,-1577
348,-102,-5936,-928,90,16263,896,950,-1589
335,-188,-5747,-827,-4,16520,896,950,-1589
353,-335,-5340,-942,280,16080,917,882,-1561
418,-314,-5229,-1072,269,16043,917,882,-1561
396,-210,-5335,-608,168,16216,927,917,-1564
305,-137,-5815,-184,74,15912,946,912,-1520
104,-433,-5929,-172,37,16422,946,912,-1520
149,-378,-5902,682,-288,15850,973,886,-1574
135,-555,-7008,2231,-849,16537,1002,856,-1559
382,-522,-8418,1242,-488,16490,1002,856,-1559
472,-551,-9225,-129,164,16071,1006,867,-1552
537,-515,-9317,-1220,582,15532,1064,865,-1557
542,-385,-8468,-745,651,16298,1064,865,-1557
563,-384,-8142,-394,556,16362,1075,892,-1538
536,-412,-7468,-616,635,16455,1117,872,-1562
432,-334,-7530,362,420,16301,1117,872,-1562
226,-101,-8019,-398,618,16549,1130,869,-1556
69,-47,-8937,85,-60,16548,1130,869,-1586
81,-229,-9729,1408,-317,16636,1128,881,-1586
59,-55,-11196,983,-416,16112,1175,882,-1564
276,-428,-11368,-31,107,16740,1175,882,-1564
294,-394,-10914,-514,117,15780,1213,838,-1581
692,-191,-9882,-690,463,16849,1251,832,-1582
271,-619,-8581,-237,611,15658,1251,832,-1582
24,-736,-7374,83,276,16640,1282,833,-1554
282,-1000,-6335,-1291,622,16519,1314,802,-1521
525,-1217,-5419,-10,173,16829,1314,802,-1521
504,-1469,-4981,-220,360,16631,1332,791,-1509
528,-1362,-4594,-518,39,16029,1344,790,-1532
407,-1063,-4052,-714,30,15479,1344,790,-1532
143,-547,-4102,1044,-580,15616,1330,819,-1530
